site_name,Ecoregion,year,CS,DCW0,DCW,DCW1_5,DCW2,DCM,DCM0_5,PARd,DLW,DLWln,dDLW,dDLWln,dDLW2m,dDLW2mln,dDLW5m,dDLWsite,Kd490a,LS,bleaching,Report,CS0count,CS1count,CS2count,DCW-MCS0,DCW-MCS1,CS-MCS,C-PAR,C-PARprevm,CountDays,consecutive_days
GAV,Gulf of California,2001,-1.133893038,-4.906,-1.13,0,0,-0.79,0,2.230737138,42.313,3.745094367,22.316,3.10530391,24.489,3.198224037,35.1804,27.817,-0.063,2.231,0,,61,12,0,-1.545,0,-3.428,21,19,61,42
GAV,Gulf of California,2002,-1.185321609,-5.631,-1.19,0,0,-0.84,-0.84,2.866821965,52.753,3.965620643,26.404,3.273515514,23.8784,3.172974285,17.599,21.6928,-0.039,2.867,0,,58,13,1,-2.177,0,-0.898,23,25,60,39
GAV,Gulf of California,2003,0.924678391,0,0,0,0,0,0,1.053606994,17.353,2.853765402,20.424,3.01671068,20.494,3.02013216,23.4562,22.0556,-0.054,1.054,0,,0,0,0,0,0,-0.258,12,24,0,1
GAV,Gulf of California,2004,-0.821035895,-4.267,0,0,0,-0.67,-0.67,-0.942881187,27.203,3.303327261,15.0635,2.712274599,12.8422,2.552736623,15.158,12.9144,0.011,0,0,,51,2,0,-1.611,0,-2.898,21,20,51,47
GAV,Gulf of California,2005,0.248964105,0,0,0,0,0,0,1.385543406,24.943,3.216593222,23.9235,3.174861239,24.048,3.180051833,34.027,28.5262,-0.046,1.386,0,,0,0,0,0,0,-1.878,17,23,0,1
GAV,Gulf of California,2006,-1.172178752,-6.609,-2.2,0,0,-0.9,-0.63,0.510233056,27.442,3.312074686,15.631,2.749256122,14.9114,2.702126021,16.9344,16.14,-0.039,0.51,0,,60,10,0,-1.07,0,-2.128,18,20,63,44
GAV,Gulf of California,2007,-0.751095419,-3.078,0,0,0,-0.21,0,1.855709235,25.833,3.251652744,15.131,2.716745619,18.1266,2.897380473,19.4856,18.6618,-0.055,1.856,0,,40,1,0,-1.269,0,-1.058,9,12,42,20
GAV,Gulf of California,2008,-1.813893038,-17.564,-14.66,-8.492,0,-3.45,-3.45,-1.903495628,31.734,3.457388661,13.064,2.569860356,5.2734,1.662675316,2.5346,3.834,0.095,2.383,1,,83,64,9,-7.274,0,-0.858,13,21,83,78
GAV,Gulf of California,2009,0.038964105,0,0,0,0,0,0,0.355401779,26.172,3.264690137,13.2965,2.587500843,9.662833333,2.268286911,5.655333333,8.389,0,0.355,0,,5,0,0,0,-1.469,-4.128,23,29,6,4
GAV,Gulf of California,2010,1.141821248,0,0,0,0,0,0,2.764144834,32.463,3.480100979,25.964,3.256710963,20.6954,3.029911453,23.0526,22.4732,-0.051,3.048,0,,0,0,0,0,0,-0.138,16,25,0,1
GAV,Gulf of California,2011,-1.335678752,-9.843,-3.68,0,0,-1.58,-0.96,1.680358868,26.789,3.287991355,25.466,3.237344229,23.82833333,3.170875349,20.91866667,22.9095,-0.009,1.68,1,,73,24,0,-6.213,0,-1.208,7,24,75,43
GAV,Gulf of California,2012,-1.143893038,-10.74,-2.15,0,0,-2.28,-2.28,-1.350863124,24.183,3.185649907,13.885,2.630809121,14.1765,2.651585664,11.60633333,13.6715,0.014,0.499,0,,89,30,0,-2.489,0,-2.218,17,21,89,96
GAV,Gulf of California,2013,-0.380262085,-0.965,0,0,0,0,0,1.076913258,19.016,2.94528073,16.314,2.792023635,17.353,2.853765402,22.435,19.4376,-0.018,1.184,0,,23,0,0,-0.079,0,-1.798,27,27,25,13
GAV,Gulf of California,2014,0.877535534,0,0,0,0,0,0,2.979931425,24.734,3.208178815,37.288,3.618671559,46.14683333,3.831828342,61.99916667,53.6025,-0.057,2.98,0,,0,0,0,0,0,-0.478,24,19,0,1
GAV,Gulf of California,2015,1.071821248,0,0,0,0,0,0,2.657721091,12.12,2.494856981,20.607,3.025630824,23.0035,3.135646378,38.18516667,29.15566667,-0.069,2.658,0,,0,0,0,0,0,-1.478,27,26,0,1
GAV,Gulf of California,2016,1.298964105,0,0,0,0,0,0,3.501421072,26.579,3.28012143,36.529,3.598106466,44.7694,3.80152487,59.2828,51.3246,-0.059,3.501,0,,0,0,0,0,0,-1.498,15,22,0,1
GAV,Gulf of California,2017,-0.151178752,-0.302,0,0,0,0,0,1.207505262,33.678,3.516844805,20.045,2.997979746,18.9834,2.943564913,15.9382,18.3402,-0.003,1.756,0,,9,0,0,-0.098,0,-1.658,23,14,12,6
GLP,Galapagos,1998,2.106620584,0,-2.397,0,0,-0.71,0,4.971705192,52.491,3.960641726,54.456,3.997393036,55.01316667,4.007572551,67.9515,85.4515,-0.022,7.358,0,,0,0,0,0,0,0.95,24,11,41,1
GLP,Galapagos,1999,-0.937665131,-0.807,-2.35,0,0,-0.9,-0.53,6.659101241,77.003,4.343844382,80.417,4.387225597,70.431,4.254633507,61.369,50.404,-0.013,6.25,0,,53,11,0,0,0,-1.94,4,18,79,1
GLP,Galapagos,2000,-0.410307988,-2.746,0,0,0,-0.67,-0.53,2.721876017,49.179,3.895466703,41.183,3.71802555,33.89966667,3.523405181,22.451,9.051,-0.006,6.182,0,,45,1,0,-0.775,0,-1.6,1,15,41,2
GLP,Galapagos,2001,-0.327307988,-1.221,0,0,0,-0.31,0,3.240811946,64.51,4.166820251,47.556,3.861907964,44.7794,3.801748212,29.7414,12.335,0.001,8.24,0,,57,15,0,-0.439,0,-1.3,18,17,19,1
GLP,Galapagos,2002,-2.201950845,-0.79,-6.607,-4.203,-4.203,-1.66,-1.6,0.455838047,36.152,3.587732272,35.101,3.55822962,32.112,3.469229792,30.4302,24.4986,-0.006,5.969,0,,57,15,1,0,0,-1.79,22,16,46,1
GLP,Galapagos,2003,-1.671950845,0,-4.822,-3.507,0,-1.24,-1.24,2.814756944,37.471,3.6235673,38.878,3.660428538,33.0632,3.498420881,35.5658,40.2616,-0.015,4.702,0,,0,0,0,0,0,0.44,20,19,48,1
GLP,Galapagos,2004,-1.621950845,0,-6.821,-3.364,0,-1.43,-0.89,3.703343002,46.349,3.836199717,50.435,3.920685379,45.1462,3.809906112,37.6354,22.528,-0.007,5.189,0,,53,2,0,-0.366,0,-1.63,15,13,79,1
GLP,Galapagos,2005,1.009692012,0,-1.441,0,0,-0.41,0,7.461537764,57.49,4.05161102,54.285,3.994247946,43.9332,3.782670298,37.7194,26.1486,-0.003,6.787,0,,0,0,0,0,0,-0.25,20,15,26,1
GLP,Galapagos,2006,-0.571807988,-1.331,0,0,0,0,0,1.858155453,31.454,3.448526161,33.585,3.514079539,27.012,3.296281212,25.0578,19.8072,-0.006,5.352,0,,63,14,0,0,0,-1.5,13,10,8,1
GLP,Galapagos,2007,-1.738141321,0,-12.18,-5.609,-2.176,-2.73,-2.73,-0.084457852,15.159,2.718594415,18.223,2.902684533,16.6944,2.815073334,13.657,13.7658,-0.009,7.899,1,Mild,40,1,0,0,0,-1.24,16,21,145,1
GLP,Galapagos,2008,1.840906298,-5.089,-4.146,-1.593,0,-0.95,-0.95,1.519915689,21.398,3.06329746,24.072,3.181049339,20.6705,3.028707563,16.61816667,8.739,-0.004,6.601,0,,83,63,9,0,-3.552,-2.5,13,19,0,1
GLP,Galapagos,2009,1.209477727,0,0,0,0,0,0,1.497290429,47.765,3.866293154,41.568,3.72733064,34.3932,3.53785887,31.2134,28.1044,-0.006,6.994,0,,8,0,0,-2.956,0,-0.69,17,7,0,1
GLP,Galapagos,2010,0.130192012,0,-4.645,-2.098,-2.098,-0.97,-0.55,-1.228969723,37.059,3.612511237,46.613,3.841879472,47.7872,3.866757821,40.6742,27.2222,-0.014,5.815,0,,0,0,0,0,0,0.97,13,20,53,1
GLP,Galapagos,2011,1.535192012,-2.981,-1.142,0,0,-0.42,0,-1.440324241,21.041,3.046472915,28.73,3.357941873,24.1356,3.183687929,21.0324,13.9102,-0.007,3.736,0,,79,24,0,0,0,-2.35,16,14,7,1
GLP,Galapagos,2012,1.539477727,-0.799,0,0,0,0,0,-1.489529035,34.516,3.541422985,38.382,3.6475886,33.1576,3.501271951,31.9758,27.8546,-0.015,3.93,0,,89,30,0,0,0,-1.51,18,12,3,1
GLP,Galapagos,2013,-1.163379416,-0.443,-2.312,0,0,-0.18,0,1.52344022,43.884,3.781549789,32.272,3.474199981,30.268,3.410091049,26.635,22.379,-0.011,4.8,0,,24,0,0,0,0,-1.06,14,18,30,1
GLP,Galapagos,2014,1.563763441,0,0,0,0,0,0,-1.187849623,22.736,3.123949571,25.532,3.239932567,26.543,3.278766059,24.6442,19.8424,-0.012,6.529,0,,0,0,0,0,0,0.77,16,24,0,1
GLP,Galapagos,2015,2.573192012,0,0,0,0,0,0,2.103450675,30.875,3.429946795,26.7675,3.287188465,29.045,3.368846351,28.8864,26.6068,-0.014,4.682,0,,0,0,0,0,0,0.6,25,15,0,1
GLP,Galapagos,2016,-0.369807988,0,-2.791,-1.552,0,-0.3,0,5.684427254,41.975,3.737074203,42.66,3.753261713,42.0362,3.738531152,46.8694,57.2398,-0.017,9.093,0,,0,0,0,0,0,1.44,12,15,32,1
GLP,Galapagos,2017,-0.571950845,-4.741,-2.791,-1.552,0,-0.31,0,2.982277905,52.849,3.967438791,49.875,3.909519875,37.6135,3.627363029,22.598,7.3974,-0.006,4.746,0,,14,0,0,0,0,-0.89,30,23,41,1
IES,Gulf of California,1998,0.793235365,0,0,0,0,0,0,4.820661905,39.861,3.685398402,59.784,4.090738067,59.043,4.078265992,62.53766667,60.75366667,-0.096,4.821,0,,0,0,0,0,0,0.91,28,29,0,1
IES,Gulf of California,1999,-1.315336064,-3.888,-1.32,0,0,-0.89,-0.86,3.565627986,37.831,3.633128872,39.605,3.678955373,40.3904,3.698592133,40.4878,41.2042,-0.063,3.566,0,,74,23,0,-1.805,-1.006,-1.92,30,17,54,24
IES,Gulf of California,2000,-0.726764635,-3.414,0,0,0,-0.44,0,3.528829909,40.317,3.696773216,39.254,3.67005335,40.7324,3.707023845,37.9666,41.0568,-0.072,3.529,0,,47,10,0,-0.476,0,-1.57,16,22,45,26
IES,Gulf of California,2001,-1.131050349,-4.71,-1.13,0,0,-0.76,0,1.862012561,37.378,3.621082296,29.1995,3.374151586,33.6172,3.515037841,44.502,36.0748,-0.095,1.862,0,,39,21,0,-1.091,0,-1.29,21,23,57,42
IES,Gulf of California,2002,-1.386764635,-6.645,-2.44,0,0,-1.02,-0.98,3.269667952,48.043,3.872096443,34.001,3.526389936,28.769,3.359298419,24.4394,28.384,-0.056,3.27,0,,55,24,1,-1.577,0,-1.77,22,23,60,40
IES,Gulf of California,2003,1.030378222,0,0,0,0,0,0,0.80291998,14.437,2.669794356,19.28,2.959068289,21.76,3.080073422,28.1322,23.439,-0.079,0.803,0,,4,3,0,0,0,0.42,15,22,0,1
IES,Gulf of California,2004,-0.869621778,-4.22,0,0,0,-0.66,-0.66,-0.002746965,24.643,3.204492885,11.306,2.425333558,9.0034,2.197602284,8.0292,8.7914,-0.035,0,0,,68,19,0,-1.988,0,-1.83,23,21,54,52
IES,Gulf of California,2005,0.251806794,0,0,0,0,0,0,1.777743452,23.899,3.173836617,19.6965,2.980440955,19.2896,2.959566091,22.8982,20.4696,-0.056,1.778,0,,6,0,0,0,0,-0.31,12,22,0,1
IES,Gulf of California,2006,-1.260978921,-7.19,-2.4,0,0,-1.09,-0.67,-0.402753986,21.266,3.057109553,13.696,2.617103819,11.2976,2.424590314,9.4652,11.0706,-0.039,0,0,,71,17,0,-1.969,0,-1.48,13,23,65,50
IES,Gulf of California,2007,-0.759562254,-3.113,0,0,0,-0.18,0,0.910598703,26.321,3.2703671,9.909,2.293443435,12.78,2.547881449,14.7294,13.188,-0.052,0.911,0,,55,18,0,-0.616,0,-1.36,12,12,42,23
IES,Gulf of California,2008,-1.866764635,-17.988,-15.03,-8.646,0,-3.59,-3.59,-0.198707239,27.878,3.327837847,21.284,3.057955617,13.1825,2.578890192,8.258333333,12.3425,0.017,2.175,1,Severe,75,55,10,-8.107,-3.54,-2.46,17,16,83,78
IES,Gulf of California,2009,-0.068193206,-0.068,0,0,0,0,0,1.40836723,20.463,3.018618377,16.95,2.830267834,14.13716667,2.648807263,9.834833333,13.212,-0.022,1.408,0,,14,0,0,0,0,-0.7,27,28,9,5
IES,Gulf of California,2010,1.107521079,0,0,0,0,0,0,2.138672949,27.253,3.305163607,17.988,2.889704869,17.7542,2.876622108,20.2184,18.7886,-0.067,2.192,0,,0,0,0,0,0,1,16,27,0,1
IES,Gulf of California,2011,-1.422478921,-10.335,-4.87,0,0,-1.77,-0.97,1.803952003,24.839,3.212414999,25.22,3.227637331,21.7404,3.079172281,17.8766,21.3262,-0.025,1.804,1,Medium,82,48,6,-3.771,-2.014,-2.4,10,21,80,45
IES,Gulf of California,2012,-1.143907492,-10.774,-2.17,0,0,-2.27,-2.27,0.454201583,18.021,2.891537745,15.045,2.71104571,13.01883333,2.566397027,9.6785,12.27633333,0.017,0.816,0,,78,30,0,-2.704,0,-1.47,18,23,89,96
IES,Gulf of California,2013,-0.365395587,-0.792,0,0,0,0,0,0.750832362,20.493,3.020083364,17.878,2.883570907,12.9834,2.563671618,13.061,13.0226,-0.054,0.79,0,,43,1,0,-0.252,0,-1.08,26,22,24,13
IES,Gulf of California,2014,0.950378222,0,0,0,0,0,0,3.063698768,27.16,3.301745303,37.291,3.618752011,41.35216667,3.722124818,47.28433333,43.44883333,-0.069,3.064,0,,0,0,0,0,0,0.74,22,17,0,1
IES,Gulf of California,2015,1.110021079,0,0,0,0,0,0,1.529620138,8.951,2.191765258,20.758,3.032931715,19.96283333,2.993872211,24.29166667,21.1815,-0.079,1.53,0,,0,0,0,0,0,0.53,26,24,0,1
IES,Gulf of California,2016,1.343235365,0,0,0,0,0,0,2.479546348,21.378,3.062362356,28.782,3.359750192,35.482,3.569025526,48.0398,38.8728,-0.067,2.48,0,,0,0,0,0,0,1.39,18,19,0,1
IES,Gulf of California,2017,-0.197478921,-0.394,0,0,0,0,0,1.455205608,25.904,3.254397397,21.817,3.082689482,18.4618,2.915703732,15.5522,17.887,-0.049,1.713,0,,24,0,0,-0.264,0,-0.87,25,21,14,6
LWK,Florida,1998,-1.246099735,-4.146,0,0,0,-0.55,0,-0.27826227,68.282,4.223646189,19.426,2.966612375,29.8362,3.395722421,19.098,4.016833333,0.004,1.062,0,,0,0,0,-0.292,0,-0.058,13,28,60,30
LWK,Florida,1999,-0.351814021,-0.554,0,0,0,0,0,5.17537729,53.19,3.973870409,29.391,3.380688505,26.5516,3.27909001,31.746,30.6606,-0.005,5.175,0,,20,0,0,0,0,-1.668,23,17,22,12
LWK,Florida,2000,-0.954671164,-3.224,0,0,0,-0.42,0,3.546644941,74.102,4.305442522,36.776,3.604845459,43.4904,3.772540224,67.0462,60.5604,-0.048,3.547,0,,37,6,0,-0.001,0,-3.878,23,11,36,28
LWK,Florida,2001,-1.530385449,-5.563,-1.53,-1.53,0,-0.91,-0.91,5.228422063,47.56,3.861992072,57.636,4.054147372,61.81,4.124065164,79.8684,75.3618,-0.042,5.228,0,,45,16,0,-0.811,0,-3.428,25,27,47,41
LWK,Florida,2002,-0.781754497,-2.227,0,0,0,0,0,4.382683983,55.352,4.013712792,36.938,3.609240831,31.9438,3.463978109,37.6702,36.4522,-0.023,4.674,0,,35,1,0,0,0,-0.898,13,11,32,19
LWK,Florida,2003,-1.473671164,-8.286,-4.56,-1.792,0,-1.5,-1.5,0.243110677,34.262,3.534036868,32.316,3.475562464,36.6512,3.60144617,49.0784,45.9962,0.008,0.243,0,,53,26,6,-2.295,0,-0.258,20,13,59,44
LWK,Florida,2004,-0.156099735,-0.531,0,0,0,0,0,1.715044928,59.394,4.084193211,20.231,3.007216081,19.3388,2.962113441,24.8658,23.3596,-0.032,2.931,0,,46,2,0,0,0,-2.898,14,17,43,6
LWK,Florida,2005,-1.393242592,-5.58,-1.39,0,0,-0.81,0,1.039646324,36.704,3.602885741,18.76,2.931726944,20.1748,3.004434301,22.943,22.023,-0.02,1.04,0,,63,16,1,-0.44,0,-1.878,15,8,80,45
LWK,Florida,2006,-1.386099735,-7.784,-3.81,0,0,-1.41,-1.41,1.039008511,35.138,3.559283166,15.783,2.758933411,13.4635,2.59998232,12.0756,11.0996,-0.005,1.039,0,,63,22,5,-0.942,0,-2.128,15,17,65,61
LWK,Florida,2007,-0.670385449,-1.265,0,0,0,0,0,1.529135572,30.657,3.422861021,15.616,2.74829603,10.0902,2.311564656,16.4598,14.8364,-0.011,2.893,0,,16,3,0,0,0,-1.058,11,19,19,13
LWK,Florida,2008,0.485328836,0,0,0,0,0,0,-0.973543325,39.439,3.674755174,27.7435,3.323001579,31.1034,3.437317138,32.9972,32.789,-0.03,0.33,0,,8,0,0,0,0,-0.858,21,13,5,2
LWK,Florida,2009,-1.161814021,-7.439,-1.16,0,0,-0.99,-0.85,1.327295159,43.649,3.776180373,24.58,3.201933104,22.5215,3.114470409,25.92316667,25.0715,-0.022,1.327,0,,53,32,3,-0.216,-1.469,-4.128,17,13,55,55
LWK,Florida,2010,-2.168956878,-6.838,-3.5,-2.169,-2.169,-1.5,-1.19,-0.655521044,51.166,3.935075249,10.437,2.345357185,9.6392,2.265838118,11.4458,11.0336,-0.024,0,1,Mild,79,27,4,-1.587,0,-0.138,14,15,87,56
LWK,Florida,2011,-1.536099735,-8.162,-3.93,-1.536,0,-1.2,-1.2,1.870941735,45.2,3.811097087,23.129,3.141087241,16.189,2.784331999,13.6704,13.4862,-0.007,1.871,0,,50,20,4,-1.949,0,-1.208,10,18,51,18
LWK,Florida,2012,0.085328836,0,0,0,0,0,0,0.224383657,30.14,3.405853193,18.084,2.895027569,17.29416667,2.850369258,13.6795,14.22283333,0.01,0.224,0,,12,0,0,0,0,-2.218,16,7,8,4
LWK,Florida,2013,-0.297528306,-0.298,0,0,0,0,0,0.677191827,23.926,3.174965734,29.415,3.381504748,26.2212,3.266568244,33.4626,31.1742,-0.024,0.677,0,,21,0,0,0,0,-1.798,10,5,17,10
LWK,Florida,2014,0.265328836,0,0,0,0,0,0,3.126159109,34.288,3.534795439,32.704,3.487497395,26.8925,3.291847437,24.89966667,24.55716667,-0.007,3.126,0,,4,0,0,0,0,-0.478,23,9,3,2
LWK,Florida,2015,-0.534671164,-1.132,0,0,0,-0.16,0,2.41246939,34.217,3.532722597,40.857,3.710078165,26.2625,3.268142066,27.39116667,27.32266667,-0.028,2.412,0,,26,5,0,0,0,-1.478,17,8,20,14
LWK,Florida,2016,0.248185979,0,0,0,0,0,0,0.939598236,40.672,3.705539895,16.377,2.795877911,13.3764,2.59349196,21.546,19.499,-0.027,2.983,0,,12,0,0,0,0,-1.498,13,11,1,1
LWK,Florida,2017,0.373328836,0,0,0,0,0,0,1.045856642,46.485,3.83912968,17.108,2.83954619,12.7668,2.546848051,13.6146,12.923,-0.028,1.046,0,,7,0,0,0,0,-1.658,24,23,2,1
MAL,Malpelo,1998,0.348751648,0,0,0,0,-0.07,0,10.95187688,94.305,4.546534211,80.443,4.387548859,66.4516,4.196473863,63.32216667,55.78366667,-0.032,10.952,0,,0,0,0,0,0,0.06,7,8,21,1
MAL,Malpelo,1999,-1.422676923,-3.962,-1.42,0,0,-1.05,-0.62,2.095272997,92.512,4.527338366,92.533,4.527565338,93.3458,4.536310877,88.984,64.6532,-0.012,2.095,0,,49,16,1,0,0,-1.03,2,12,109,12
MAL,Malpelo,2000,-2.831248352,-15.291,-9.53,-9.525,-7.685,-3.09,-3,4.126030011,72.895,4.28902005,49.3305,3.898542551,36.3734,3.593837738,26.49533333,5.8598,0.011,4.126,0,,78,18,0,-0.775,0,-1.96,9,14,83,32
MAL,Malpelo,2001,-2.55981978,-12.018,-8.81,-6.231,-2.56,-2.15,-1.8,4.525829289,80.857,4.392682162,61.827,4.124340162,29.6272,3.388692858,18.839,2.8218,0.003,6.588,0,,55,25,0,-0.439,0,-2.12,7,15,64,46
MAL,Malpelo,2002,-0.81934359,-2.09,0,0,0,-0.24,0,3.276195933,58.695,4.072354544,42.136,3.740902482,29.5146,3.384885056,21.4936,9.402,-0.005,4.046,0,,59,22,1,0,0,0.13,25,16,37,12
MAL,Malpelo,2003,-0.077176923,-0.155,0,0,0,0,0,5.336630039,86.883,4.464562386,91.869,4.520363649,78.055,4.357413706,67.254,40.1485,-0.033,5.337,0,,0,0,0,0,0,-0.64,14,21,8,3
MAL,Malpelo,2004,-2.684105495,-5.002,-2.68,-2.684,-2.684,-0.96,-0.96,1.848176989,68.658,4.229137659,52.44,3.959669659,47.0886,3.852030934,37.9078,19.6476,-0.01,1.848,0,,52,1,0,-0.366,0,-1.23,10,10,34,19
MAL,Malpelo,2005,-1.136962637,-2.988,-2.15,0,0,-0.65,-0.65,3.423948936,58.119,4.062492633,44.042,3.785143724,40.6528,3.705067714,36.1006,18.51333333,-0.004,3.424,0,,3,0,0,0,0,-0.72,11,20,32,12
MAL,Malpelo,2006,-1.448391209,-5.821,-3.51,0,0,-0.86,-0.86,1.710181375,52.809,3.966681631,43.956,3.783189134,25.65816667,3.24486191,22.7908,15.3812,-0.009,1.71,0,,73,35,0,0,0,-1.08,21,21,39,10
MAL,Malpelo,2007,-0.796962637,-0.997,0,0,0,-0.27,0,2.874190971,55.206,4.011071643,33.184,3.502067832,27.0238,3.296717959,30.3808,32.7078,-0.019,2.874,0,,41,0,0,0,0,0.22,26,23,49,10
MAL,Malpelo,2008,0.107323077,-1.458,0,0,0,-0.27,0,2.04755002,43.951,3.783075377,47.059,3.851402134,47.98833333,3.870957926,52.63716667,43.3525,-0.02,2.048,0,,87,72,40,0,-1.303,-2.57,16,16,11,4
MAL,Malpelo,2009,-3.786962637,-16.968,-15,-14.991,-9.909,-3.62,-3.62,0.863429715,51.794,3.947274312,39.994,3.688729443,36.6012,3.600081027,34.101,29.72866667,-0.008,5.882,1,Severe,19,0,0,-2.956,0,-0.1,22,15,49,31
MAL,Malpelo,2010,0.947323077,0,0,0,0,-0.02,0,-1.751228632,55.301,4.012790992,31.165,3.43929567,31.1952,3.440264237,27.3086,18.7208,-0.023,0,0,,0,0,0,0,0,0.34,19,9,13,1
MAL,Malpelo,2011,-1.104105495,-1.395,-1.1,0,0,-0.12,0,3.171228113,52.01,3.951436008,39.342,3.672292651,39.9974,3.688814452,43.0744,29.9732,-0.015,3.171,0,,92,56,7,0,-3.865,-3.74,5,13,25,7
MAL,Malpelo,2012,-1.976962637,-5.896,-1.98,-1.977,0,-1.02,-1.02,0.413724175,64.918,4.173124935,34.745,3.548035677,24.4252,3.195615386,16.8954,3.6464,0.005,0.414,0,,90,60,0,0,0,-1.62,9,17,34,12
MAL,Malpelo,2013,-0.904105495,-1.302,0,0,0,0,0,0.703065434,39.87,3.685624161,26.23,3.266903794,20.8878,3.039165256,17.753,6.4474,-0.004,0.703,0,,24,3,0,0,0,-0.42,13,15,30,9
MAL,Malpelo,2014,0.213037363,-0.167,0,0,0,0,0,-1.556259638,25.611,3.243021947,20.9,3.039749159,18.7076,2.928929858,16.3848,9.2925,-0.009,0,0,,0,0,0,0,0,1.28,13,16,2,2
MAL,Malpelo,2015,-0.875534066,-2.157,0,0,0,-0.03,0,3.247507436,38.748,3.657079142,35,3.555348061,25.6876,3.246008385,26.13,24.4456,-0.015,3.248,0,,0,0,0,0,0,1.17,27,11,23,13
MAL,Malpelo,2016,-0.987676923,-3.092,-1.21,0,0,-0.23,0,7.546140337,64.988,4.174202637,73.533,4.297734285,65.4064,4.180620113,62.207,42.7308,-0.017,7.546,0,,0,0,0,0,0,2.01,14,15,22,10
MAL,Malpelo,2017,-0.455534066,-1.146,0,0,0,-0.05,0,4.017795669,67.133,4.206675726,65.409,4.180659864,55.304,4.012845239,47.6558,26.1012,-0.01,4.018,0,,25,0,0,0,0,-0.6,29,19,18,5
MAR,Mexico west,1998,0.025098901,0,0,0,0,0,0,12.82726163,48.824,3.888221995,156.443,5.052691726,150.2676667,5.012418148,163.1243333,162.6501667,-0.352,13.929,0,,0,0,0,0,0,-1.54,8,7,3,1
MAR,Mexico west,1999,-0.872043956,-5.558,0,0,0,-1.57,-1.09,4.606737088,42.954,3.760129776,62.056,4.128037203,62.6005,4.136773265,54.4994,54.4994,-0.237,4.607,0,,46,12,0,0,0,-0.84,18,16,92,21
MAR,Mexico west,2000,-1.454901099,-6.44,-2.58,0,0,-1.45,-1.12,4.479081118,42.119,3.740498945,42.946,3.759943513,29.7216,3.391874054,11.4856,11.4856,-0.164,4.479,0,,43,4,0,0,0,-1.64,19,19,67,36
MAR,Mexico west,2001,-1.750615385,-7.579,-1.99,-3.496,0,-1.82,-1.39,5.676680135,53.481,3.979326451,70.29,4.252629541,42.1762,3.741856081,26.311,26.311,-0.226,5.677,0,,53,18,0,-0.559,0,-1.98,20,14,66,30
MAR,Mexico west,2002,0.441884615,0,0,0,0,0,0,5.693275287,51.143,3.934625631,69.297,4.238401615,63.3376,4.14847915,42.3426,42.3426,-0.209,6.009,0,,57,14,1,0,0,-1.31,12,26,0,1
MAR,Mexico west,2003,-0.364901099,-0.365,0,0,0,0,0,7.114889683,24.911,3.215309473,86.239,4.457122512,83.33933333,4.422920627,74.4305,74.4305,-0.266,8.408,0,,1,0,0,0,-2.139,-2.43,23,9,11,11
MAR,Mexico west,2004,-1.062043956,-2.998,-1.06,0,0,-0.62,-0.62,6.153502975,30.565,3.419855563,35.879,3.580152166,28.2316,3.340441918,13.938,13.938,-0.236,6.154,0,,54,0,0,0,0,-1.17,11,23,30,23
MAR,Mexico west,2005,-0.530615385,-0.891,0,0,0,-0.14,0,3.326312613,25.812,3.2508395,51.323,3.938138995,58.5844,4.07046845,74.398,74.398,-0.258,3.694,0,,0,0,0,0,0,-2.15,12,18,42,11
MAR,Mexico west,2006,-0.354901099,-2.233,0,0,0,-0.31,0,1.437983034,39.55,3.677565694,40.033,3.689704114,24.056,3.180384446,17.944,17.944,-0.1,4.441,0,,71,17,0,0,0,-2.73,4,20,39,18
MAR,Mexico west,2007,0.338967949,0,0,-2.781,-2.781,-0.04,0,6.191543074,32.387,3.477757108,38.296,3.645345452,40.7018,3.706272318,52.1346,52.1346,-0.287,6.192,0,,36,1,0,0,0,-1.18,10,24,18,1
MAR,Mexico west,2008,-2.130615385,-11.261,-8.12,-4.533,-4.139,-2.88,-2.88,-0.477360403,37.005,3.611053039,6.348,1.848139803,4.6166,1.529658503,1.6386,1.6386,-0.017,0,1,Severe,83,67,14,-1.578,0,-0.53,17,12,84,44
MAR,Mexico west,2009,0.615098901,0,0,0,0,0,0,0.060311034,34.554,3.542523318,20.627,3.026600897,24.942,3.216553129,30.7744,30.7744,-0.046,0.06,0,,8,0,0,0,0,-2.4,7,25,1,1
MAR,Mexico west,2010,0.720813187,0,0,0,0,-0.28,0,1.722376461,35.34,3.565015467,44.37,3.792563565,38.10775,3.640417674,51.9565,51.9565,-0.292,6.445,0,,0,0,0,0,0,-2.35,18,15,24,1
MAR,Mexico west,2011,-3.143472527,-24.69,-18.3,-18.302,-14.555,-4.87,-4.87,-6.553643693,31.308,3.443873656,8.753,2.169396499,3.9785,1.380904864,0.77,0.77,0.224,0,1,Medium,81,39,3,-8.088,-1.364,-2.72,20,20,106,85
MAR,Mexico west,2012,-1.382282051,-5.862,-3.69,0,0,-0.93,-0.51,-4.757986429,27.128,3.300566405,16.915,2.828200802,15.7458,2.756573663,11.015,11.015,0.418,0,0,,89,36,0,-0.013,0,-0.92,22,19,41,35
MAR,Mexico west,2013,-0.12632967,-0.217,0,0,0,0,0,3.338147493,22.585,3.117285969,57.556,4.052758387,35.7648,3.576964169,51.8344,51.8344,0.065,6.687,0,,15,0,0,0,0,-0.87,28,28,7,6
